frequency_GHz,gain_dB,frequency_GHz,gain_dB,frequency_GHz,gain_dB
,,,,3.84,17.80457806
,,,,3.841,17.80106617
,,,,3.842,17.79744208
,,,,3.843,17.79373312
,,,,3.844,17.78999708
,,,,3.845,17.78617523
,,,,3.846,17.78227537
,,,,3.847,17.77831121
,,,,3.848,17.77428553
,,,,3.849,17.77019398
,,,,3.85,17.76608923
,,,,3.851,17.76196364
,,,,3.852,17.75780547
,,,,3.853,17.75361988
,,,,3.854,17.74940824
,,,,3.855,17.74518877
,,,,3.856,17.74100658
,,,,3.857,17.73681413
,,,,3.858,17.73261737
,,,,3.859,17.72842697
,,,,3.86,17.72424385
,,,,3.861,17.72007035
,,,,3.862,17.71595646
,,,,3.863,17.71187776
,,,,3.864,17.70782743
,,,,3.865,17.7038126
,,,,3.866,17.69983611
,,,,3.867,17.69591309
,,,,3.868,17.69206964
,,,,3.869,17.68827499
,,,,3.87,17.68453602
,,,,3.871,17.68085892
,,,,3.872,17.67724243
,,,,3.873,17.67370539
,,,,3.874,17.67028684
,,,,3.875,17.66694007
,,,,3.876,17.66367179
,,,,3.877,17.66049068
,,,,3.878,17.65739949
,,,,3.879,17.65440499
,,,,3.88,17.65152073
,,,,3.881,17.64873532
,,,,3.882,17.64604656
,,,,3.883,17.64344406
,,,,3.884,17.64091075
,,,,3.885,17.63862741
,,,,3.886,17.63654464
,,,,3.887,17.6344919
,,,,3.888,17.63252613
,,,,3.889,17.63065594
,,,,3.89,17.62892418
,,,,3.891,17.62756163
,,,,3.892,17.62624559
,,,,3.893,17.62498635
,,,,3.894,17.62385698
,,,,3.895,17.62287267
,,,,3.896,17.62204602
,,,,3.897,17.62136579
,,,,3.898,17.620822
,,,,3.899,17.62042917
,,,,3.9,17.62018708
,,,,3.901,17.62009107
,,,,3.902,17.62015468
,,,,3.903,17.62040737
,,,,3.904,17.62080282
,,,,3.905,17.62134722
,,,,3.906,17.62204635
,,,,3.907,17.62290495
,,,,3.908,17.62393022
,,,,3.909,17.6251019
,,,,3.91,17.62642632
,,,,3.911,17.62790656
,,,,3.912,17.62953954
,,,,3.913,17.63132034
,,,,3.914,17.63327141
,,,,3.915,17.63538021
,,,,3.916,17.63763453
,,,,3.917,17.64003669
,,,,3.918,17.64258845
,,,,3.919,17.64529363
,,,,3.92,17.64813229
,,,,3.921,17.65110827
,,,,3.922,17.65422414
,,,,3.923,17.65747528
,,,,3.924,17.66085341
,,,,3.925,17.66436262
,,,,3.926,17.66801071
,,,,3.927,17.67177857
,,,,3.928,17.67566334
,,,,3.929,17.67966358
,,,,3.93,17.68377574
,,,,3.931,17.68797917
,,,,3.932,17.69228198
,,,,3.933,17.69668056
,,,,3.934,17.70116655
,,,,3.935,17.70572897
,,,,3.936,17.71035933
,,,,3.937,17.71506948
,,,,3.938,17.71983948
,,,,3.939,17.72465998
,,,,3.94,17.72952417
,,,,3.941,17.73441636
,,,,3.942,17.7393181
,,,,3.943,17.74424191
,,,,3.944,17.74917014
,,,,3.945,17.75408812
,,,,3.946,17.75897833
,,,,3.947,17.76382189
,,,,3.948,17.7686271
,,,,3.949,17.77336717
,,,,3.95,17.77802286
,,,,3.951,17.78257469
,,,,3.952,17.78698129
,,,,3.953,17.79124539
,,,,3.954,17.7953593
,,,,3.955,17.79928013
,,,,3.956,17.80297881
,,,,3.957,17.80641928
,,,,3.958,17.80955678
,,,,3.959,17.81237978
,,,,3.96,17.81483683
,,,,3.961,17.81687634
,,,,3.962,17.818434
,,,,3.963,17.81941747
,,,,3.964,17.81983278
,,,,3.965,17.8195721
,,,,3.966,17.81852702
,,,,3.967,17.81658941
,,,,3.968,17.81361861
,,,,3.969,17.80945247
,,,,3.97,17.80393458
,,,,3.971,17.79683318
,,,,3.972,17.78787183
,,,,3.973,17.77667581
,,,,3.974,17.76285632
,,,,3.975,17.74599724
,,,,3.976,17.72539609
,,,,3.977,17.70026229
,,,,3.978,17.66963403
,,,,3.979,17.63232089
,,,,3.98,17.58695794
,,,,3.981,17.53222425
,,,,3.982,17.46727923
,,,,3.983,17.39308638
,,,,3.984,17.31518057
,,,,3.985,17.24932585
,,,,3.986,17.22640524
,,,,3.987,17.28638184
,,,,3.988,17.44630231
,,,,3.989,17.6680764
,,,,3.99,17.88445057
,,,,3.991,18.05299118
,,,,3.992,18.16780276
,,,,3.993,18.24046257
,,,,3.994,18.28460077
,,,,3.995,18.31063116
,,,,3.996,18.32552595
,,,,3.997,18.33365035
,,,,3.998,18.33769939
,,,,3.999,18.33934423
,,,,4,18.33965824
,,,,4.001,18.33924397
,,,,4.002,18.33851556
,,,,4.003,18.33773653
,,,,4.004,18.33707261
,,,,4.005,18.33662367
,,,,4.006,18.33644508
,,,,4.007,18.33657287
,,,,4.008,18.3370183
,,,,4.009,18.33777177
,,,,4.01,18.33887696
,,,,4.011,18.34029689
,,,,4.012,18.34199726
,,,,4.013,18.34396367
,,,,4.014,18.34617922
,,,,4.015,18.34862756
,,,,4.016,18.35126425
,,,,4.017,18.35406923
,,,,4.018,18.35701146
,,,,4.019,18.36004195
,,,,4.02,18.36321026
,,,,4.021,18.36646001
,,,,4.022,18.36973477
,,,,4.023,18.37301553
,,,,4.024,18.37628537
,,,,4.025,18.37955885
,,,,4.026,18.38276351
,,,,4.027,18.38588821
,,,,4.028,18.38891406
,,,,4.029,18.39181159
,,,,4.03,18.39463053
,,,,4.031,18.3973101
,,,,4.032,18.39982775
,,,,4.033,18.40217475
,,,,4.034,18.40435386
,,,,4.035,18.40637042
,,,,4.036,18.40817949
,,,,4.037,18.40978488
,,,,4.038,18.4111755
,,,,4.039,18.4123539
,,,,4.04,18.41336184
,,,,4.041,18.41414019
,,,,4.042,18.41469381
,,,,4.043,18.41502325
,,,,4.044,18.41515143
,,,,4.045,18.41506283
,,,,4.046,18.41474659
,,,,4.047,18.41420959
,,,,4.048,18.41344642
,,,,4.049,18.41250295
,,,,4.05,18.41135812
,,,,4.051,18.40999724
,,,,4.052,18.40843165
,,,,4.053,18.4066695
,,,,4.054,18.40473638
,,,,4.055,18.40260751
,,,,4.056,18.40029365
,,,,4.057,18.39779858
,,,,4.058,18.39514058
,,,,4.059,18.39234928
,,,,4.06,18.38938502
,,,,4.061,18.3862664
,,,,4.062,18.38300097
,,,,4.063,18.37961041
,,,,4.064,18.37609363
,,,,4.065,18.37244831
,,,,4.066,18.36868409
,,,,4.067,18.36481035
,,,,4.068,18.36086814
,,,,4.069,18.35681722
,,,,4.07,18.35267497
,,,,4.071,18.34845205
,,,,4.072,18.34416055
,,,,4.073,18.33981643
,,,,4.074,18.33540983
,,,,4.075,18.33095128
,,,,4.076,18.32644751
,,,,4.077,18.32193652
,,,,4.078,18.31738987
,,,,4.079,18.31281544
,,,,4.08,18.30822587
,,,,4.081,18.30362414
,,,,4.082,18.29903565
,,,,4.083,18.29445246
,,,,4.084,18.28987842
,,,,4.085,18.28532146
,,,,4.086,18.28080986
,,,,4.087,18.27631512
,,,,4.088,18.27184891
,,,,4.089,18.26742141
,,,,4.09,18.26303246
,,,,4.091,18.25869863
,,,,4.092,18.25441741
,,,,4.093,18.25018782
,,,,4.094,18.24601425
,,,,4.095,18.24192725
,,,,4.096,18.23788899
,,,,4.097,18.23390926
,,,,4.098,18.22999639
,,,,4.099,18.22614216
,,,,4.1,18.2223746
,,,,4.101,18.21868489
,,,,4.102,18.21506762
,,,,4.103,18.21152973
,,,,4.104,18.20808421
,,,,4.105,18.20470607
,,,,4.106,18.20141279
,,,,4.107,18.19820702
,,,,4.108,18.19507834
,,,,4.109,18.19206011
,,,,4.11,18.1891439
,,,,4.111,18.18632871
,,,,4.112,18.18362566
,,,,4.113,18.18103722
,,,,4.114,18.17855788
,,,,4.115,18.17620396
,,,,4.116,18.17397739
,,,,4.117,18.17186839
,,,,4.118,18.1699235
,,,,4.119,18.16812662
,,,,4.12,18.16648254
,,,,4.121,18.16500333
,,,,4.122,18.163685
,,,,4.123,18.16253793
,,,,4.124,18.16157035
,,,,4.125,18.16077447
,,,,4.126,18.1601597
,,,,4.127,18.15976043
,,,,4.128,18.15955759
,,,,4.129,18.15955645
,,,,4.13,18.15976511
,,,,4.131,18.16018292
,,,,4.132,18.16081593
,,,,4.133,18.16166571
,,,,4.134,18.16270398
,,,,4.135,18.16399456
,,,,4.136,18.16551447
,,,,4.137,18.16725772
,,,,4.138,18.16922794
,,,,4.139,18.17143493
,,,,4.14,18.1738696
,,,,4.141,18.17653575
,,,,4.142,18.17940826
,,,,4.143,18.18251149
,,,,4.144,18.18587021
,,,,4.145,18.18945339
,,,,4.146,18.19325783
,,,,4.147,18.19730361
,,,,4.148,18.20156976
,,,,4.149,18.20605669
,,,,4.15,18.21074891
,,,,4.151,18.21562697
,,,,4.152,18.22076229
,,,,4.153,18.22610055
,,,,4.154,18.23163321
,,,,4.155,18.23738194
,,,,4.156,18.24332219
,,,,4.157,18.24944599
,,,,4.158,18.25574189
,,,,4.159,18.2621675
,,,,4.16,18.26881779
,,,,4.161,18.27562345
,,,,4.162,18.28257131
,,,,4.163,18.2896842
,,,,4.164,18.29693324
,,,,4.165,18.30430456
,,,,4.166,18.31178732
,,,,4.167,18.31933312
,,,,4.168,18.32704792
,,,,4.169,18.3348528
,,,,4.17,18.34273516
,,,,4.171,18.35072574
,,,,4.172,18.35878608
,,,,4.173,18.36690858
,,,,4.174,18.3750814
,,,,4.175,18.38326985
,,,,4.176,18.39158089
,,,,4.177,18.39993301
,,,,4.178,18.40832234
,,,,4.179,18.41679358
,,,,4.18,18.42529334
,,,,4.181,18.4338319
,,,,4.182,18.44238655
,,,,4.183,18.450972
,,,,4.184,18.45965732
,,,,4.185,18.46837213
,,,,4.186,18.47712429
,,,,4.187,18.48596365
,,,,4.188,18.49482183
,,,,4.189,18.50372205
,,,,4.19,18.5126132
,,,,4.191,18.52160093
,,,,4.192,18.53065079
,,,,4.193,18.53972903
,,,,4.194,18.54885363
,,,,4.195,18.55804552
,,,,4.196,18.56725238
,,,,4.197,18.57648703
,,,,4.198,18.58571386
,,,,4.199,18.59502418
,,,,4.2,18.60434829
,,,,4.201,18.61368277
,,,,4.202,18.62306937
,,,,4.203,18.63243473
,,,,4.204,18.64179756
,,,,4.205,18.65112125
,,,,4.206,18.66046252
,,,,4.207,18.66981408
,,,,4.208,18.67912746
,,,,4.209,18.68842805
,,,,4.21,18.69769695
,,,,4.211,18.70690245
,,,,4.212,18.71604622
,,,,4.213,18.72509972
,,,,4.214,18.73416184
,,,,4.215,18.74313239
,,,,4.216,18.75201991
,,,,4.217,18.76085454
,,,,4.218,18.76956425
,,,,4.219,18.77816916
,,,,4.22,18.78662195
,,,,4.221,18.79503847
,,,,4.222,18.80332156
,,,,4.223,18.81146712
,,,,4.224,18.81951059
,,,,4.225,18.82738633
,,,,4.226,18.83511036
,,,,4.227,18.8426464
,,,,4.228,18.85007677
,,,,4.229,18.85734656
,,,,4.23,18.86443293
,,,,4.231,18.87136812
,,,,4.232,18.8781029
,,,,4.233,18.88464334
,,,,4.234,18.89096621
,,,,4.235,18.89712967
,,,,4.236,18.90310575
,,,,4.237,18.90886251
,,,,4.238,18.91442917
,,,,4.239,18.91976869
,,,,4.24,18.92488276
,,,,4.241,18.92975368
,,,,4.242,18.93443948
,,,,4.243,18.9389075
,,,,4.244,18.94313372
,,,,4.245,18.94714583
,,,,4.246,18.95091048
,,,,4.247,18.95443333
,,,,4.248,18.95769657
,,,,4.249,18.9607705
,,,,4.25,18.96359975
,,,,4.251,18.96617914
,,,,4.252,18.96853364
,,,,4.253,18.9706306
,,,,4.254,18.97248161
,,,,4.255,18.97406955
,,,,4.256,18.97547559
,,,,4.257,18.97661849
,,,,4.258,18.97751553
,,,,4.259,18.97818454
,,,,4.26,18.97859957
,,,,4.261,18.97877082
,,,,4.262,18.97870092
,,,,4.263,18.97843501
,,,,4.264,18.97791213
,,,,4.265,18.97715656
,,,,4.266,18.97617325
,,,,4.267,18.97495199
,,,,4.268,18.97349366
,,,,4.269,18.97183915
,,,,4.27,18.96995738
,,,,4.271,18.96784845
,,,,4.272,18.96552828
,,,,4.273,18.96298919
,,,,4.274,18.96023607
,,,,4.275,18.95727048
,,,,4.276,18.95413992
,,,,4.277,18.95078757
,,,,4.278,18.94723967
,,,,4.279,18.9435051
,,,,4.28,18.93958142
,,,,4.281,18.93547115
,,,,4.282,18.93121379
,,,,4.283,18.92677307
,,,,4.284,18.922164
,,,,4.285,18.91739694
,,,,4.286,18.9124776
,,,,4.287,18.90740821
,,,,4.288,18.90220769
,,,,4.289,18.89688137
,,,,4.29,18.89141555
,,,,4.291,18.88582751
,,,,4.292,18.88012723
,,,,4.293,18.87431943
,,,,4.294,18.86841136
,,,,4.295,18.86243144
,,,,4.296,18.85634863
,,,,4.297,18.85018811
,,,,4.298,18.84395432
,,,,4.299,18.83766242
,,,,4.3,18.83131377
,,,,4.301,18.82493849
,,,,4.302,18.81850684
,,,,4.303,18.81204551
,,,,4.304,18.80555346
,,,,4.305,18.79905495
,,,,4.306,18.79254827
,,,,4.307,18.78605925
,,,,4.308,18.77956371
,,,,4.309,18.77308657
,,,,4.31,18.76662585
,,,,4.311,18.76020562
,,,,4.312,18.75382307
,,,,4.313,18.74750604
,,,,4.314,18.74122713
,,,,4.315,18.73501323
,,,,4.316,18.72885163
,,,,4.317,18.72278093
,,,,4.318,18.71678785
,,,,4.319,18.71089593
,,,,4.32,18.70508041
,,,,4.321,18.69936432
,,,,4.322,18.69372932
,,,,4.323,18.68821835
,,,,4.324,18.68281347
,,,,4.325,18.67753105
,,,,4.326,18.67235029
,,,,4.327,18.66728341
,,,,4.328,18.66231938
,,,,4.329,18.65749241
,,,,4.33,18.65279027
,,,,4.331,18.64820808
,,,,4.332,18.64374425
,,,,4.333,18.63938091
,,,,4.334,18.63516074
,,,,4.335,18.63106595
,,,,4.336,18.6271064
,,,,4.337,18.62325963
,,,,4.338,18.61954383
,,,,4.339,18.61592251
,,,,4.34,18.61246471
,,,,4.341,18.60913399
,,,,4.342,18.60594669
,,,,4.343,18.60288317
,,,,4.344,18.59994118
,,,,4.345,18.59714315
,,,,4.346,18.59450135
,,,,4.347,18.59201557
,,,,4.348,18.58966874
,,,,4.349,18.5874765
,,,,4.35,18.58540117
,,,,4.351,18.58352802
,,,,4.352,18.58181396
,,,,4.353,18.58027634
,,,,4.354,18.57889923
,,,,4.355,18.57765893
,,,,4.356,18.57663638
,,,,4.357,18.57579031
,,,,4.358,18.5751441
,,,,4.359,18.57466795
,,,,4.36,18.57437141
,,,,4.361,18.57425759
,,,,4.362,18.57436391
,,,,4.363,18.57468141
,,,,4.364,18.57518074
,,,,4.365,18.57588445
,,,,4.366,18.5767556
,,,,4.367,18.57787472
,,,,4.368,18.57920983
,,,,4.369,18.58073476
,,,,4.37,18.58247323
,,,,4.371,18.58438516
,,,,4.372,18.58654128
,,,,4.373,18.58891962
,,,,4.374,18.59150408
,,,,4.375,18.59429213
,,,,4.376,18.59724444
,,,,4.377,18.60045797
,,,,4.378,18.60388012
,,,,4.379,18.60750929
,,,,4.38,18.61133359
,,,,4.381,18.61531672
,,,,4.382,18.61955612
,,,,4.383,18.62399883
,,,,4.384,18.62862131
,,,,4.385,18.63343363
,,,,4.386,18.63840191
,,,,4.387,18.64360086
,,,,4.388,18.64899509
,,,,4.389,18.65454157
,,,,4.39,18.66024197
,,,,4.391,18.66613005
,,,,4.392,18.67219311
,,,,4.393,18.67843119
,,,,4.394,18.68480384
,,,,4.395,18.6912784
,,,,4.396,18.69797294
,,,,4.397,18.70478322
,,,,4.398,18.71173761
,,,,4.399,18.718748
,,,,4.4,18.72598929
,,,,4.401,18.73330532
,,,,4.402,18.74073285
,,,,4.403,18.74826088
,,,,4.404,18.75589986
,,,,4.405,18.7636007
,,,,4.406,18.77144751
,,,,4.407,18.77939612
,,,,4.408,18.7874058
,,,,4.409,18.79546002
,,,,4.41,18.80366122
,,,,4.411,18.81194464
,,,,4.412,18.82027638
,,,,4.413,18.82866198
,,,,4.414,18.83714481
,,,,4.415,18.84570791
,,,,4.416,18.85433497
,,,,4.417,18.86301334
,,,,4.418,18.87173576
,,,,4.419,18.88055053
,,,,4.42,18.88942316
,,,,4.421,18.89833564
,,,,4.422,18.9072719
,,,,4.423,18.91629911
,,,,4.424,18.9253651
,,,,4.425,18.9344555
,,,,4.426,18.94358029
,,,,4.427,18.95270463
,,,,4.428,18.96193497
,,,,4.429,18.97113092
,,,,4.43,18.98030606
,,,,4.431,18.98957782
,,,,4.432,18.99883146
,,,,4.433,19.00806067
,,,,4.434,19.01725448
,,,,4.435,19.02649545
,,,,4.436,19.03570649
,,,,4.437,19.04487241
,,,,4.438,19.05398921
,,,,4.439,19.0631058
,,,,4.44,19.07216904
,,,,4.441,19.08116748
,,,,4.442,19.09010469
,,,,4.443,19.09899029
,,,,4.444,19.10780489
,,,,4.445,19.1165236
,,,,4.446,19.12517566
,,,,4.447,19.1337296
,,,,4.448,19.14218489
,,,,4.449,19.15053347
,,,,4.45,19.15877257
,,,,4.451,19.16689192
,,,,4.452,19.1748826
,,,,4.453,19.18273568
,,,,4.454,19.19047069
,,,,4.455,19.19807288
,,,,4.456,19.20549551
,,,,4.457,19.21278577
,,,,4.458,19.2199223
,,,,4.459,19.22687417
,,,,4.46,19.2336595
,,,,4.461,19.24028572
,,,,4.462,19.24670992
,,,,4.463,19.25295467
,,,,4.464,19.25901406
,,,,4.465,19.26487444
,,,,4.466,19.27053361
,,,,4.467,19.27599723
,,,,4.468,19.28125075
,,,,4.469,19.28628984
,,,,4.47,19.29111126
,,,,4.471,19.29572191
,,,,4.472,19.3000936
,,,,4.473,19.30426785
,,,,4.474,19.30820042
,,,,4.475,19.31189128
,,,,4.476,19.31537425
,,,,4.477,19.31860395
,,,,4.478,19.32160258
,,,,4.479,19.32435711
,,,,4.48,19.32687645
,,,,4.481,19.32915027
,,,,4.482,19.33118017
,,,,4.483,19.332965
,,,,4.484,19.33450383
,,,,4.485,19.33579593
,,,,4.486,19.33684079
,,,,4.487,19.33763813
,,,,4.488,19.33818787
,,,,4.489,19.33849008
,,,,4.49,19.33854461
,,,,4.491,19.33832578
,,,,4.492,19.33792347
,,,,4.493,19.33724347
,,,,4.494,19.33631612
,,,,4.495,19.33515493
,,,,4.496,19.33375344
,,,,4.497,19.33211129
,,,,4.498,19.33023613
,,,,4.499,19.32812922
,,,,4.5,19.3257933
,,,,4.501,19.32323149
,,,,4.502,19.32044713
,,,,4.503,19.31744383
,,,,4.504,19.31422538
,,,,4.505,19.3107958
,,,,4.506,19.30715933
,,,,4.507,19.30332038
,,,,4.508,19.29928349
,,,,4.509,19.29504909
,,,,4.51,19.29063718
,,,,4.511,19.28603552
,,,,4.512,19.28125768
,,,,4.513,19.27630742
,,,,4.514,19.27119077
,,,,4.515,19.26591283
,,,,4.516,19.26048067
,,,,4.517,19.25489406
,,,,4.518,19.24917966
,,,,4.519,19.24332171
,,,,4.52,19.23733378
,,,,4.521,19.2312261
,,,,4.522,19.2249908
,,,,4.523,19.21865483
,,,,4.524,19.21221527
,,,,4.525,19.20567975
,,,,4.526,19.19905532
,,,,4.527,19.192349
,,,,4.528,19.18556784
,,,,4.529,19.17871902
,,,,4.53,19.17180996
,,,,4.531,19.16484828
,,,,4.532,19.15784179
,,,,4.533,19.15079829
,,,,4.534,19.14372554
,,,,4.535,19.13663098
,,,,4.536,19.12952556
,,,,4.537,19.12241548
,,,,4.538,19.11530295
,,,,4.539,19.10820128
,,,,4.54,19.10111737
,,,,4.541,19.0940588
,,,,4.542,19.08703319
,,,,4.543,19.08004811
,,,,4.544,19.07311108
,,,,4.545,19.06622947
,,,,4.546,19.05941054
,,,,4.547,19.05266134
,,,,4.548,19.04598875
,,,,4.549,19.03939939
,,,,4.55,19.03289963
,,,,4.551,19.02649554
,,,,4.552,19.02019286
,,,,4.553,19.01399699
,,,,4.554,19.00791295
,,,,4.555,19.00194535
,,,,4.556,18.99609843
,,,,4.557,18.99037599
,,,,4.558,18.98478142
,,,,4.559,18.97931769
,,,,4.56,18.97398738
,,,,4.561,18.96879271
,,,,4.562,18.96373552
,,,,4.563,18.95881735
,,,,4.564,18.95403946
,,,,4.565,18.94940288
,,,,4.566,18.94490843
,,,,4.567,18.94055678
,,,,4.568,18.93634828
,,,,4.569,18.93221984
,,,,4.57,18.92836665
,,,,4.571,18.92459233
,,,,4.572,18.9209642
,,,,4.573,18.91748292
,,,,4.574,18.91414942
,,,,4.575,18.91096478
,,,,4.576,18.90793025
,,,,4.577,18.90504724
,,,,4.578,18.90231736
,,,,4.579,18.89974231
,,,,4.58,18.897324
,,,,4.581,18.89506444
,,,,4.582,18.89296574
,,,,4.583,18.89103011
,,,,4.584,18.88925985
,,,,4.585,18.88765728
,,,,4.586,18.88622477
,,,,4.587,18.88496463
,,,,4.588,18.88387927
,,,,4.589,18.88297096
,,,,4.59,18.88224195
,,,,4.591,18.88169441
,,,,4.592,18.88133041
,,,,4.593,18.88115194
,,,,4.594,18.88116084
,,,,4.595,18.88135882
,,,,4.596,18.88174748
,,,,4.597,18.88232823
,,,,4.598,18.88310233
,,,,4.599,18.88407088
,,,,4.6,18.8852348
,,,,4.601,18.88659482
,,,,4.602,18.8881515
,,,,4.603,18.88990518
,,,,4.604,18.89185602
,,,,4.605,18.89400398
,,,,4.606,18.89634878
,,,,4.607,18.89888996
,,,,4.608,18.90162677
,,,,4.609,18.90455825
,,,,4.61,18.90768315
,,,,4.611,18.91099994
,,,,4.612,18.91450687
,,,,4.613,18.91820212
,,,,4.614,18.92208408
,,,,4.615,18.92615127
,,,,4.616,18.93040197
,,,,4.617,18.93483369
,,,,4.618,18.93944331
,,,,4.619,18.94422737
,,,,4.62,18.94918226
,,,,4.621,18.95430431
,,,,4.622,18.95958969
,,,,4.623,18.96503444
,,,,4.624,18.97063445
,,,,4.625,18.97638546
,,,,4.626,18.98228307
,,,,4.627,18.98832278
,,,,4.628,18.99449996
,,,,4.629,19.00080992
,,,,4.63,19.00724792
,,,,4.631,19.01380921
,,,,4.632,19.02048904
,,,,4.633,19.02728267
,,,,4.634,19.03418801
,,,,4.635,19.0411934
,,,,4.636,19.0483012
,,,,4.637,19.05550503
,,,,4.638,19.06280077
,,,,4.639,19.0701845
,,,,4.64,19.07765247
,,,,4.641,19.08520114
,,,,4.642,19.09282714
,,,,4.643,19.10052727
,,,,4.644,19.1082985
,,,,4.645,19.11613794
,,,,4.646,19.12404278
,,,,4.647,19.13201032
,,,,4.648,19.14003788
,,,,4.649,19.14812281
,,,,4.65,19.15626243
,,,,4.651,19.16445402
,,,,4.652,19.17269473
,,,,4.653,19.18098164
,,,,4.654,19.18931165
,,,,4.655,19.19768152
,,,,4.656,19.20608781
,,,,4.657,19.21452688
,,,,4.658,19.2229949
,,,,4.659,19.23148781
,,,,4.66,19.24000136
,,,,4.661,19.24853106
,,,,4.662,19.25707225
,,,,4.663,19.26562004
,,,,4.664,19.27416939
,,,,4.665,19.28271506
,,,,4.666,19.29125168
,,,,4.667,19.29977371
,,,,4.668,19.30827552
,,,,4.669,19.31675134
,,,,4.67,19.32519532
,,,,4.671,19.33360153
,,,,4.672,19.34196399
,,,,4.673,19.35027666
,,,,4.674,19.35853347
,,,,4.675,19.36672836
,,,,4.676,19.37485524
,,,,4.677,19.38290804
,,,,4.678,19.39088072
,,,,4.679,19.39876726
,,,,4.68,19.40656169
,,,,4.681,19.41425812
,,,,4.682,19.42185069
,,,,4.683,19.42933364
,,,,4.684,19.43670128
,,,,4.685,19.44394801
,,,,4.686,19.45106834
,,,,4.687,19.45805687
,,,,4.688,19.46490831
,,,,4.689,19.47161751
,,,,4.69,19.47817941
,,,,4.691,19.4845891
,,,,4.692,19.49084178
,,,,4.693,19.4969328
,,,,4.694,19.50285763
,,,,4.695,19.5086119
,,,,4.696,19.51419135
,,,,4.697,19.5195919
,,,,4.698,19.52480957
,,,,4.699,19.52984055
,,,,4.7,19.53468117
,,,,4.701,19.53932789
,,,,4.702,19.54377732
,,,,4.703,19.5480262
,,,,4.704,19.55207143
,,,,4.705,19.55591002
,,,,4.706,19.55953912
,,,,4.707,19.56295602
,,,,4.708,19.56615816
,,,,4.709,19.56914307
,,,,4.71,19.57190844
,,,,4.711,19.57445211
,,,,4.712,19.57677201
,,,,4.713,19.57886625
,,,,4.714,19.58073308
,,,,4.715,19.58237087
,,,,4.716,19.58377817
,,,,4.717,19.58495371
,,,,4.718,19.58589637
,,,,4.719,19.58660523
,,,,4.72,19.58707955
,,,,4.721,19.58731883
,,,,4.722,19.58732277
,,,,4.723,19.58709129
,,,,4.724,19.58662458
,,,,4.725,19.58592307
,,,,4.726,19.58498743
,,,,4.727,19.58381863
,,,,4.728,19.5824179
,,,,4.729,19.58078673
,,,,4.73,19.5789269
,,,,4.731,19.57684046
,,,,4.732,19.57452973
,,,,4.733,19.5719973
,,,,4.734,19.56924601
,,,,4.735,19.56627896
,,,,4.736,19.56309948
,,,,4.737,19.55971115
,,,,4.738,19.55611776
,,,,4.739,19.55232331
,,,,4.74,19.54833199
,,,,4.741,19.54414821
,,,,4.742,19.53977651
,,,,4.743,19.53522163
,,,,4.744,19.53048846
,,,,4.745,19.52558203
,,,,4.746,19.52050751
,,,,4.747,19.51527019
,,,,4.748,19.50987551
,,,,4.749,19.50432898
,,,,4.75,19.49863627
,,,,4.751,19.49280311
,,,,4.752,19.48683534
,,,,4.753,19.48073891
,,,,4.754,19.47451983
,,,,4.755,19.46818421
,,,,4.756,19.46173825
,,,,4.757,19.45518821
,,,,4.758,19.44854042
,,,,4.759,19.44180132
,,,,4.76,19.43497737
,,,,4.761,19.42807514
,,,,4.762,19.42110124
,,,,4.763,19.41406234
,,,,4.764,19.40696519
,,,,4.765,19.39981658
,,,,4.766,19.39262337
,,,,4.767,19.38539245
,,,,4.768,19.3781308
,,,,4.769,19.37084539
,,,,4.77,19.36354328
,,,,4.771,19.35623153
,,,,4.772,19.34891725
,,,,4.773,19.34160758
,,,,4.774,19.33430966
,,,,4.775,19.32703064
,,,,4.776,19.31977767
,,,,4.777,19.3125579
,,,,4.778,19.30537844
,,,,4.779,19.29824636
,,,,4.78,19.29116868
,,,,4.781,19.28415234
,,,,4.782,19.2772042
,,,,4.783,19.270331
,,,,4.784,19.26353933
,,,,4.785,19.25683564
,,,,4.786,19.2502262
,,,,4.787,19.24371705
,,,,4.788,19.237314
,,,,4.789,19.23102262
,,,,4.79,19.22484818
,,,,4.791,19.21879563
,,,,4.792,19.21286961
,,,,4.793,19.20707441
,,,,4.794,19.20141396
,,,,4.795,19.19589182
,,,,4.796,19.19051117
,,,,4.797,19.18527481
,,,,4.798,19.1801852
,,,,4.799,19.17524441
,,,,4.8,19.17045421
,,,,4.801,19.16581601
,,,,4.802,19.16133099
,,,,4.803,19.15700004
,,,,4.804,19.15282385
,,,,4.805,19.14880294
,,,,4.806,19.14493769
,,,,4.807,19.14122839
,,,,4.808,19.13767528
,,,,4.809,19.13427857
,,,,4.81,19.1310385
,,,,4.811,19.12795536
,,,,4.812,19.12502951
,,,,4.813,19.1222614
,,,,4.814,19.11965161
,,,,4.815,19.11720082
,,,,4.816,19.11490984
,,,,4.817,19.11277961
,,,,4.818,19.11081119
,,,,4.819,19.10900575
,,,,4.82,19.10736457
,,,,4.821,19.10588902
,,,,4.822,19.10458053
,,,,4.823,19.10344058
,,,,4.824,19.10247071
,,,,4.825,19.10167247
,,,,4.826,19.10104739
,,,,4.827,19.10059699
,,,,4.828,19.10032277
,,,,4.829,19.10022615
,,,,4.83,19.10030849
,,,,4.831,19.10057107
,,,,4.832,19.10101505
,,,,4.833,19.10164151
,,,,4.834,19.10245139
,,,,4.835,19.10344549
,,,,4.836,19.10462447
